CustomerID,Gender,Age,AgeGroup,Country,City,MembershipType,JoinDate
459,Female,23,18-24,Brazil,Salvador,Platinum,2022-10-12
460,Female,69,65+,United States,New York,None,2022-09-20
461,Female,46,45-54,India,Bangalore,None,2022-07-22
462,Female,25,25-34,India,Hyderabad,Silver,2023-07-05
463,Female,60,55-64,Poland,Krakow,Silver,2022-05-06
464,Other,27,25-34,United Kingdom,Birmingham,Platinum,2022-02-03
465,Male,77,65+,United States,New York,Silver,2024-06-22
466,Male,71,65+,Sweden,Stockholm,Silver,2022-05-28
467,Male,64,55-64,Egypt,Alexandria,Gold,2023-12-21
468,Female,56,55-64,Japan,Osaka,None,2023-10-14
469,Male,83,65+,United Kingdom,Manchester,Silver,2024-04-27
470,Male,60,55-64,Kenya,Mombasa,Silver,2025-04-18
471,Male,18,18-24,Germany,Berlin,Gold,2023-04-25
472,Male,24,18-24,United States,Chicago,None,2024-09-03
473,Male,62,55-64,Brazil,Brasilia,None,2024-12-26
474,Female,60,55-64,Canada,Ottawa,None,2024-04-18
475,Female,41,35-44,United States,Seattle,Gold,2023-08-22
476,Male,60,55-64,Japan,Yokohama,None,2022-01-19
477,Female,40,35-44,China,Beijing,Platinum,2022-12-22
478,Female,48,45-54,Mexico,Monterrey,Gold,2025-04-30
479,Male,28,25-34,United States,Chicago,Gold,2023-09-25
480,Male,82,65+,United Kingdom,London,Gold,2023-04-23
481,Male,59,55-64,China,Guangzhou,None,2025-08-31
482,Female,34,25-34,Japan,Kyoto,None,2024-03-16
483,Female,62,55-64,Spain,Madrid,Silver,2025-11-10
484,Male,55,55-64,Australia,Melbourne,None,2025-04-15
485,Female,35,35-44,United Kingdom,Manchester,Silver,2022-10-17
486,Male,24,18-24,United Kingdom,Birmingham,None,2022-03-19
487,Female,62,55-64,United States,Seattle,Platinum,2022-01-27
488,Female,42,35-44,France,Paris,Silver,2023-04-08
489,Female,33,25-34,Australia,Adelaide,Silver,2025-06-03
490,Male,34,25-34,Germany,Cologne,Silver,2025-10-26
491,Female,26,25-34,India,Chennai,Platinum,2025-10-25
492,Female,64,55-64,United States,Chicago,Gold,2022-05-22
493,Female,80,65+,Italy,Rome,Gold,2024-09-18
494,Male,68,65+,United States,Boston,None,2023-06-17
495,Male,31,25-34,United States,Houston,None,2022-05-02
496,Female,75,65+,United States,New York,None,2025-08-06
497,Female,49,45-54,United Kingdom,Birmingham,None,2023-10-19
498,Female,33,25-34,Netherlands,The Hague,Gold,2022-06-25
499,Female,45,45-54,Brazil,Brasilia,Silver,2023-10-12
500,Female,60,55-64,Australia,Perth,Silver,2024-09-26
501,Female,61,55-64,United Kingdom,Glasgow,None,2024-01-18
502,Male,50,45-54,United States,Chicago,Platinum,2024-10-03
503,Female,47,45-54,Canada,Montreal,Platinum,2023-08-19
504,Male,52,45-54,United States,Phoenix,Silver,2022-12-22
505,Female,67,65+,United States,Austin,Platinum,2024-06-30
506,Male,31,25-34,Brazil,Rio de Janeiro,Gold,2022-07-31
507,Male,35,35-44,Nigeria,Abuja,None,2023-09-25
508,Male,64,55-64,Netherlands,Amsterdam,Platinum,2025-01-15
509,Female,65,65+,Canada,Vancouver,None,2022-07-15
510,Female,58,55-64,Australia,Perth,None,2022-12-01
511,Female,69,65+,Germany,Hamburg,Platinum,2023-02-09
512,Female,78,65+,Spain,Valencia,None,2025-02-09
513,Female,42,35-44,United States,New York,Silver,2022-02-25
514,Other,57,55-64,United States,Seattle,Platinum,2025-08-18
515,Female,75,65+,India,Hyderabad,Platinum,2024-02-11
516,Male,63,55-64,Australia,Adelaide,Gold,2022-03-10
517,Other,28,25-34,Germany,Hamburg,Platinum,2025-10-05
518,Male,39,35-44,Italy,Naples,Silver,2023-02-13
519,Male,57,55-64,South Korea,Incheon,Platinum,2022-01-03
520,Female,28,25-34,United Kingdom,Birmingham,None,2024-11-29
521,Male,67,65+,India,Delhi,None,2024-04-28
522,Male,81,65+,Canada,Ottawa,None,2024-04-06
523,Male,55,55-64,Germany,Cologne,Silver,2023-03-15
524,Female,57,55-64,China,Guangzhou,None,2024-01-25
525,Female,62,55-64,United States,Boston,None,2024-05-30
526,Male,49,45-54,United States,Houston,Silver,2023-11-16
527,Female,64,55-64,India,Delhi,None,2023-04-16
528,Female,84,65+,United Kingdom,Edinburgh,None,2025-10-30
529,Male,38,35-44,United Kingdom,Birmingham,None,2023-11-23
530,Female,34,25-34,United States,Austin,None,2025-02-09
531,Female,48,45-54,Egypt,Alexandria,None,2023-05-21
532,Male,64,55-64,Brazil,Brasilia,Silver,2024-03-18
533,Female,67,65+,Nigeria,Ibadan,None,2023-12-14
534,Male,31,25-34,Australia,Adelaide,Gold,2023-04-23
535,Other,81,65+,United States,Los Angeles,None,2025-10-31
536,Other,46,45-54,Kenya,Nairobi,None,2022-02-04
537,Female,49,45-54,United States,Chicago,None,2023-10-12
538,Female,42,35-44,India,Delhi,None,2024-09-17
539,Female,18,18-24,Australia,Brisbane,None,2022-10-17
540,Male,68,65+,United States,New York,Platinum,2022-08-16
541,Male,47,45-54,Canada,Montreal,Silver,2023-08-05
542,Female,48,45-54,Germany,Berlin,Platinum,2022-08-18
543,Female,52,45-54,India,Chennai,Silver,2022-09-18
544,Female,39,35-44,Nigeria,Kano,None,2022-06-02
545,Female,25,25-34,United States,Austin,Platinum,2025-11-28
546,Female,36,35-44,Spain,Madrid,None,2025-07-11
547,Female,53,45-54,Nigeria,Lagos,Platinum,2024-06-26
548,Male,73,65+,Japan,Osaka,Silver,2024-04-24
549,Male,46,45-54,United Kingdom,Glasgow,Gold,2023-06-13
550,Female,30,25-34,India,Bangalore,Gold,2025-03-19
551,Female,34,25-34,France,Lyon,None,2023-04-13
552,Female,47,45-54,United Kingdom,London,None,2022-01-22
553,Male,79,65+,United States,Los Angeles,Gold,2022-10-18
554,Female,45,45-54,Germany,Cologne,Gold,2023-11-26
555,Female,33,25-34,Japan,Yokohama,None,2024-08-01
556,Male,48,45-54,United Kingdom,Edinburgh,Gold,2024-07-01
557,Female,79,65+,Spain,Valencia,Silver,2023-07-29
558,Male,62,55-64,Spain,Madrid,Gold,2025-08-31
559,Male,65,65+,Japan,Kyoto,Silver,2023-03-18
560,Female,77,65+,United States,Phoenix,None,2024-05-25
561,Female,17,Under 18,Australia,Perth,None,2022-06-27
562,Male,26,25-34,Russia,Saint Petersburg,Silver,2022-07-12
563,Male,31,25-34,United States,Los Angeles,Platinum,2025-08-21
564,Female,65,65+,United States,Seattle,Gold,2024-11-04
565,Male,30,25-34,Australia,Adelaide,Silver,2024-09-02
566,Male,25,25-34,United States,Chicago,Gold,2023-06-05
567,Male,45,45-54,Nigeria,Abuja,Silver,2024-12-26
568,Female,16,Under 18,Netherlands,Amsterdam,Silver,2022-12-21
569,Female,76,65+,Canada,Calgary,None,2024-07-07
570,Female,16,Under 18,China,Shanghai,Silver,2025-05-25
571,Female,26,25-34,India,Chennai,Silver,2025-03-21
572,Male,77,65+,India,Chennai,Platinum,2024-03-28
573,Female,84,65+,United States,Chicago,None,2023-04-30
574,Female,74,65+,Nigeria,Abuja,Silver,2023-12-21
575,Female,50,45-54,Japan,Tokyo,None,2025-12-20
576,Male,38,35-44,United States,Phoenix,Gold,2025-05-13
577,Female,79,65+,South Korea,Seoul,Platinum,2022-03-23
578,Male,60,55-64,Canada,Montreal,Platinum,2025-10-06
579,Male,18,18-24,Japan,Kyoto,Silver,2025-10-10
580,Female,26,25-34,India,Chennai,Silver,2024-07-22
581,Male,77,65+,China,Guangzhou,None,2024-03-07
582,Male,68,65+,United States,Seattle,Platinum,2025-05-19
583,Female,21,18-24,France,Lyon,None,2023-04-26
584,Other,84,65+,United Kingdom,Manchester,Gold,2023-09-09
585,Male,55,55-64,United Kingdom,Birmingham,Silver,2023-03-19
586,Male,81,65+,United States,Seattle,Silver,2025-08-13
587,Male,82,65+,Germany,Munich,Silver,2024-05-11
588,Female,59,55-64,Nigeria,Abuja,Silver,2024-11-16
589,Male,19,18-24,United States,Seattle,Silver,2022-03-18
590,Male,46,45-54,United States,New York,Silver,2025-08-23
591,Male,77,65+,Egypt,Giza,Platinum,2024-06-14
592,Female,41,35-44,United States,Boston,Silver,2025-06-16
593,Male,37,35-44,United Kingdom,London,Silver,2022-04-23
594,Male,35,35-44,Spain,Seville,None,2023-06-04
595,Female,62,55-64,Canada,Montreal,Silver,2024-05-19
596,Female,21,18-24,United Kingdom,Glasgow,Platinum,2025-07-16
597,Female,46,45-54,United States,Boston,Silver,2025-08-31
598,Other,30,25-34,China,Beijing,None,2024-03-07
599,Male,77,65+,Nigeria,Kano,Silver,2023-11-23
600,Female,54,45-54,United States,Boston,Silver,2025-03-07
601,Female,34,25-34,Germany,Frankfurt,None,2024-11-28
602,Female,34,25-34,United States,Chicago,Silver,2024-11-02
603,Male,66,65+,United States,Los Angeles,Silver,2022-01-21
604,Female,66,65+,China,Beijing,None,2025-09-12
605,Female,76,65+,Egypt,Cairo,Silver,2022-02-19
606,Male,68,65+,Japan,Osaka,Silver,2024-10-25
607,Male,26,25-34,Nigeria,Kano,Platinum,2024-08-24
608,Female,48,45-54,India,Chennai,None,2024-11-18
609,Female,16,Under 18,United States,Chicago,Gold,2025-09-20
610,Female,78,65+,Germany,Munich,None,2025-12-27
611,Female,68,65+,India,Chennai,Silver,2022-07-07
612,Female,72,65+,Japan,Tokyo,Gold,2025-06-23
613,Male,66,65+,India,Bangalore,Platinum,2024-04-11
614,Female,21,18-24,United Kingdom,Manchester,Gold,2024-06-13
615,Male,62,55-64,Germany,Hamburg,None,2025-12-14
616,Male,71,65+,China,Beijing,None,2025-01-01
617,Male,59,55-64,Australia,Sydney,None,2025-09-17
618,Male,73,65+,United Kingdom,Manchester,Silver,2023-01-08
619,Female,57,55-64,United States,Phoenix,None,2025-05-11
620,Female,39,35-44,Australia,Perth,Platinum,2024-03-12
621,Female,43,35-44,India,Hyderabad,None,2022-10-28
622,Male,50,45-54,United Kingdom,London,Gold,2025-12-05
623,Male,36,35-44,Japan,Kyoto,None,2023-04-13
624,Female,20,18-24,New Zealand,Wellington,Gold,2022-09-08
625,Male,49,45-54,United States,New York,None,2024-05-13
626,Female,34,25-34,France,Lyon,Silver,2025-08-02
627,Other,51,45-54,United Kingdom,London,None,2023-12-09
628,Female,81,65+,United States,Los Angeles,Gold,2024-12-22
629,Female,62,55-64,Germany,Munich,Silver,2025-10-26
630,Female,80,65+,United Kingdom,Manchester,Platinum,2023-02-27
631,Female,73,65+,France,Toulouse,None,2022-02-19
632,Female,63,55-64,India,Mumbai,Platinum,2025-10-14
633,Female,25,25-34,United Kingdom,London,None,2024-09-23
634,Female,17,Under 18,United States,Boston,Silver,2023-09-14
635,Female,26,25-34,South Korea,Busan,None,2025-05-02
636,Female,17,Under 18,South Africa,Johannesburg,Silver,2023-11-21
637,Male,50,45-54,United States,Boston,Gold,2025-08-25
638,Male,57,55-64,Mexico,Monterrey,Silver,2023-12-06
639,Male,53,45-54,South Korea,Seoul,Gold,2023-02-10
640,Female,31,25-34,United States,Chicago,Gold,2022-10-13
641,Male,45,45-54,Canada,Montreal,Silver,2022-12-30
642,Male,60,55-64,United States,New York,Platinum,2024-07-21
643,Male,36,35-44,Canada,Calgary,Gold,2022-08-09
644,Male,22,18-24,United Kingdom,London,Platinum,2024-02-01
645,Male,27,25-34,United States,Austin,Silver,2022-06-03
646,Male,84,65+,Germany,Munich,Platinum,2025-12-06
647,Male,30,25-34,United States,Phoenix,None,2022-06-24
648,Female,23,18-24,United Kingdom,Edinburgh,Platinum,2025-02-06
649,Female,73,65+,Mexico,Guadalajara,Silver,2023-07-26
650,Female,39,35-44,India,Bangalore,None,2023-10-03
651,Male,82,65+,China,Guangzhou,Gold,2022-05-14
652,Female,22,18-24,United States,Seattle,Gold,2025-07-23
653,Male,19,18-24,Germany,Hamburg,Silver,2025-11-11
654,Male,42,35-44,United States,Houston,Silver,2025-09-13
655,Male,78,65+,Canada,Calgary,Gold,2025-09-27
656,Male,39,35-44,Germany,Munich,None,2024-04-16
657,Male,65,65+,United Kingdom,London,Gold,2025-12-09
658,Other,60,55-64,Australia,Perth,Gold,2025-11-03
659,Male,21,18-24,Germany,Frankfurt,Silver,2024-12-28
660,Male,75,65+,United States,Phoenix,Silver,2024-01-30
661,Male,24,18-24,United States,Chicago,None,2022-10-25
662,Female,71,65+,United States,New York,None,2022-11-17
663,Female,24,18-24,Spain,Madrid,Silver,2023-11-16
664,Male,66,65+,Argentina,Cordoba,None,2024-02-07
665,Female,77,65+,United States,New York,None,2024-06-28
666,Female,84,65+,United Kingdom,Leeds,Silver,2023-12-14
667,Female,62,55-64,United Kingdom,Manchester,Silver,2025-01-31
668,Female,19,18-24,Germany,Munich,None,2024-01-19
669,Male,18,18-24,United Kingdom,Edinburgh,Silver,2024-11-27
670,Female,70,65+,South Africa,Cape Town,None,2022-09-14
671,Male,48,45-54,United States,Houston,Platinum,2024-10-10
672,Female,24,18-24,Canada,Calgary,None,2022-10-26
673,Female,34,25-34,United States,New York,Gold,2024-01-27
674,Male,57,55-64,United Kingdom,Birmingham,Silver,2023-07-30
675,Male,22,18-24,United States,Houston,Gold,2022-11-04
676,Female,71,65+,United States,Chicago,Silver,2025-01-08
677,Male,70,65+,Italy,Turin,Silver,2025-05-21
678,Male,61,55-64,Germany,Frankfurt,Gold,2022-12-05
679,Female,53,45-54,India,Mumbai,None,2024-10-14
680,Male,23,18-24,United Kingdom,Edinburgh,Platinum,2022-04-29
681,Female,43,35-44,United States,Los Angeles,Gold,2023-10-20
682,Female,28,25-34,Kenya,Nairobi,Platinum,2023-01-26
683,Female,55,55-64,United Kingdom,Glasgow,Platinum,2022-05-03
684,Female,77,65+,Nigeria,Abuja,None,2023-08-03
685,Female,76,65+,Italy,Rome,Platinum,2025-01-08
686,Male,78,65+,Germany,Berlin,Silver,2022-03-23
687,Female,39,35-44,United Kingdom,Glasgow,Silver,2024-04-04
688,Male,67,65+,United States,Houston,None,2023-08-23
689,Male,46,45-54,United States,Houston,None,2022-12-06
690,Male,36,35-44,United States,Chicago,None,2024-05-07
691,Male,68,65+,India,Delhi,None,2024-08-04
692,Male,33,25-34,South Korea,Incheon,None,2025-04-19
693,Female,60,55-64,Japan,Osaka,Gold,2023-09-06
694,Male,20,18-24,United Kingdom,Edinburgh,Gold,2023-12-09
695,Female,57,55-64,United States,Phoenix,None,2023-08-02
696,Male,48,45-54,United States,New York,Gold,2024-12-04
697,Male,21,18-24,Mexico,Guadalajara,Silver,2023-01-04
698,Male,43,35-44,United States,Boston,None,2024-09-17
699,Female,78,65+,Australia,Sydney,Silver,2025-06-04
700,Female,32,25-34,New Zealand,Auckland,None,2024-02-29
701,Male,43,35-44,Ireland,Cork,Silver,2023-02-04
702,Female,60,55-64,United States,Chicago,None,2024-03-29
703,Male,24,18-24,South Africa,Cape Town,Silver,2023-09-20
704,Male,30,25-34,United Kingdom,Edinburgh,Gold,2023-02-28
705,Male,37,35-44,Brazil,Brasilia,Silver,2025-08-15
706,Female,22,18-24,United States,Chicago,Silver,2022-08-03
707,Female,48,45-54,United States,Boston,Platinum,2023-07-04
708,Female,45,45-54,China,Shanghai,Gold,2024-02-14
709,Male,28,25-34,Canada,Calgary,None,2024-10-16
710,Male,66,65+,Argentina,Buenos Aires,Platinum,2023-01-31
711,Female,54,45-54,United Kingdom,Manchester,None,2025-04-13
712,Female,28,25-34,United Kingdom,Birmingham,Silver,2023-06-25
713,Male,34,25-34,Germany,Berlin,Gold,2025-12-12
714,Male,56,55-64,China,Guangzhou,Silver,2024-12-30
715,Male,36,35-44,United States,Seattle,Gold,2023-01-03
716,Male,22,18-24,France,Paris,Silver,2024-09-06
717,Female,69,65+,United States,Seattle,Gold,2022-03-03
718,Female,34,25-34,United States,Los Angeles,None,2022-08-04
719,Male,60,55-64,United States,Seattle,Platinum,2022-01-20
720,Female,73,65+,United States,Austin,Silver,2022-07-09
721,Female,20,18-24,United Kingdom,London,Silver,2025-02-23
722,Female,26,25-34,France,Marseille,Silver,2025-06-05
723,Female,34,25-34,Canada,Calgary,None,2024-09-06
724,Male,61,55-64,United States,Boston,None,2023-07-22
725,Male,16,Under 18,Canada,Calgary,None,2023-12-09
726,Female,16,Under 18,Brazil,Rio de Janeiro,Gold,2022-09-24
727,Male,72,65+,Brazil,Sao Paulo,None,2023-09-24
728,Male,53,45-54,Germany,Hamburg,Gold,2024-06-14
729,Male,24,18-24,Germany,Hamburg,Platinum,2025-02-21
730,Male,32,25-34,United Kingdom,Edinburgh,None,2025-11-14
731,Female,53,45-54,Canada,Montreal,None,2023-08-31
732,Male,31,25-34,Japan,Yokohama,Gold,2024-06-01
733,Male,24,18-24,Canada,Montreal,Platinum,2022-05-31
734,Female,50,45-54,Brazil,Sao Paulo,Gold,2024-05-29
735,Female,21,18-24,France,Paris,None,2022-06-21
736,Other,84,65+,United Kingdom,Glasgow,Silver,2025-07-22
737,Male,67,65+,South Korea,Seoul,None,2022-07-19
738,Male,32,25-34,Italy,Milan,Silver,2022-10-18
739,Male,81,65+,United Kingdom,Glasgow,Silver,2022-12-23
740,Male,54,45-54,Nigeria,Lagos,Gold,2024-03-31
741,Male,33,25-34,Sweden,Stockholm,Platinum,2024-10-22
742,Male,42,35-44,Germany,Berlin,None,2022-12-18
743,Male,69,65+,Netherlands,Amsterdam,Platinum,2025-02-17
744,Female,63,55-64,United States,Phoenix,Gold,2024-09-25
745,Female,42,35-44,Netherlands,Rotterdam,Gold,2024-08-03
746,Male,80,65+,India,Mumbai,Platinum,2024-04-08
747,Other,20,18-24,United States,Phoenix,None,2025-09-23
748,Male,45,45-54,United States,Austin,Silver,2025-06-04
749,Male,34,25-34,Nigeria,Lagos,Platinum,2025-02-23
750,Male,78,65+,United States,Los Angeles,Silver,2024-04-29
751,Male,29,25-34,United States,New York,None,2024-03-28
752,Male,79,65+,United States,Houston,Gold,2024-05-26
753,Male,67,65+,United States,Los Angeles,Platinum,2025-12-27
754,Male,76,65+,United States,Seattle,Silver,2023-12-12
755,Male,42,35-44,Australia,Brisbane,Gold,2024-09-14
756,Male,33,25-34,Australia,Brisbane,None,2022-03-22
757,Male,28,25-34,Canada,Toronto,Platinum,2025-01-21
758,Male,64,55-64,Nigeria,Abuja,None,2023-11-19
759,Female,22,18-24,United States,Phoenix,None,2025-12-19
760,Female,39,35-44,Italy,Naples,Silver,2022-03-05
761,Male,46,45-54,Argentina,Rosario,Gold,2025-12-11
762,Male,29,25-34,Netherlands,Amsterdam,None,2024-06-15
763,Other,47,45-54,United States,Austin,None,2022-10-27
764,Female,47,45-54,Spain,Barcelona,Gold,2022-12-10
765,Male,26,25-34,Nigeria,Abuja,None,2022-09-25
766,Female,49,45-54,Canada,Ottawa,Silver,2022-01-20
767,Female,54,45-54,Argentina,Buenos Aires,Silver,2022-03-15
768,Female,60,55-64,United States,Boston,Platinum,2025-01-18
769,Female,33,25-34,Germany,Hamburg,Platinum,2022-10-26
770,Male,38,35-44,United States,Chicago,None,2023-04-26
771,Male,80,65+,United States,Chicago,None,2023-09-12
772,Other,21,18-24,Brazil,Salvador,None,2024-08-09
773,Male,36,35-44,France,Toulouse,Gold,2025-03-11
774,Male,35,35-44,India,Hyderabad,Silver,2024-09-30
775,Male,32,25-34,United Kingdom,Glasgow,None,2025-05-22
776,Female,72,65+,South Korea,Seoul,Silver,2023-12-31
777,Female,77,65+,Canada,Ottawa,Silver,2023-12-05
778,Male,75,65+,United Kingdom,Edinburgh,None,2022-01-02
779,Male,29,25-34,United States,Boston,Silver,2024-06-19
780,Male,20,18-24,United States,Houston,None,2025-03-14
781,Male,76,65+,China,Shenzhen,Silver,2024-07-29
782,Female,30,25-34,United Kingdom,Edinburgh,Gold,2023-06-30
783,Female,70,65+,United Kingdom,Birmingham,Gold,2024-08-18
784,Female,20,18-24,United Kingdom,Leeds,None,2023-01-07
785,Male,57,55-64,United Kingdom,Edinburgh,None,2022-03-19
786,Female,50,45-54,Australia,Sydney,Platinum,2024-12-21
787,Female,75,65+,Poland,Krakow,None,2024-01-17
788,Female,27,25-34,Egypt,Cairo,None,2025-02-27
789,Male,21,18-24,Sweden,Malmo,None,2024-07-17
790,Female,69,65+,Germany,Hamburg,Silver,2025-04-02
791,Male,42,35-44,Russia,Saint Petersburg,Platinum,2025-01-06
792,Male,72,65+,United Kingdom,London,Gold,2025-01-28
793,Male,35,35-44,United States,New York,Silver,2025-07-03
794,Male,50,45-54,Italy,Turin,Silver,2022-09-29
795,Female,53,45-54,Brazil,Salvador,None,2024-01-13
796,Female,48,45-54,United Kingdom,Manchester,Silver,2025-02-09
797,Female,59,55-64,United States,Phoenix,None,2023-11-08
798,Female,53,45-54,United Kingdom,London,None,2022-12-23
799,Male,45,45-54,Canada,Toronto,None,2025-12-07
800,Male,32,25-34,Brazil,Brasilia,Platinum,2023-03-24
801,Other,27,25-34,United Kingdom,Manchester,Silver,2023-12-19
802,Female,63,55-64,Canada,Calgary,None,2023-01-14
803,Male,78,65+,United States,Seattle,Silver,2022-05-17
804,Female,62,55-64,Nigeria,Lagos,Gold,2022-11-16
805,Female,26,25-34,France,Toulouse,None,2023-08-18
806,Male,25,25-34,United States,Los Angeles,Silver,2024-04-24
807,Female,44,35-44,United States,Houston,Gold,2025-10-01
808,Male,37,35-44,United Kingdom,Glasgow,None,2024-06-20
809,Male,31,25-34,France,Marseille,Silver,2023-06-27
810,Male,48,45-54,United States,Los Angeles,None,2024-12-28
811,Male,49,45-54,Germany,Frankfurt,None,2025-01-08
812,Female,78,65+,United States,New York,Silver,2022-10-17
813,Female,69,65+,South Korea,Incheon,Silver,2025-03-18
814,Male,27,25-34,Brazil,Salvador,Silver,2023-11-22
815,Male,55,55-64,Germany,Cologne,Gold,2025-04-07
816,Male,21,18-24,United Kingdom,Manchester,Gold,2024-05-20
817,Male,84,65+,United States,New York,None,2022-03-21
818,Male,25,25-34,United States,Austin,None,2023-06-20
819,Male,81,65+,United Kingdom,Glasgow,Gold,2022-04-10
820,Male,32,25-34,United States,Houston,Gold,2022-11-20
821,Male,84,65+,France,Lyon,Platinum,2022-04-28
822,Female,58,55-64,Mexico,Monterrey,None,2022-04-24
823,Male,54,45-54,United States,Houston,Gold,2023-07-28
824,Male,18,18-24,Italy,Milan,Silver,2023-02-11
825,Female,66,65+,United Kingdom,Glasgow,Silver,2024-07-18
826,Male,18,18-24,United States,Seattle,Platinum,2024-02-02
827,Male,51,45-54,United States,Houston,Silver,2025-08-05
828,Female,77,65+,United States,Austin,Silver,2022-09-04
829,Male,67,65+,Germany,Hamburg,Gold,2023-01-25
830,Female,24,18-24,United States,Chicago,Silver,2025-07-03
