BookID,ISBN,Title,AuthorID,PublisherID,Genre,SubGenre,Language,PublicationYear,Format,Pages,UnitCost,UnitPrice,Rating,ReviewCount
220,978-336-90599-2,The Wandering Echo,181,49,Fantasy,Fairy Tale Retelling,English,2010,eBook,786,5.39,12.81,3.7,59
221,978-674-18415-8,The Golden Storm,400,22,Horror,Psychological Horror,English,2014,Hardcover,755,22.98,39.67,4.3,138
222,978-623-93082-2,The Restless Garden,250,93,Romance,Paranormal Romance,French,2020,eBook,579,5.18,12.33,3.9,80
223,978-774-11725-5,The Whispering Kingdom,364,7,Science Fiction,Hard Sci-Fi,English,2016,Paperback,325,7.39,13.49,2.7,40
224,978-993-16848-0,The Endless Garden,34,43,Biography,Political Biography,German,2024,Paperback,727,9.69,22.53,3.0,74
225,978-107-94342-4,The Hidden Mirror,285,18,Fiction,Literary Fiction,English,1994,eBook,572,5.95,11.7,3.9,68
226,978-990-20084-5,The Broken Tide,460,52,Children,Chapter Book,Spanish,2011,Paperback,370,6.93,13.21,4.2,73
227,978-198-43227-4,The Shattered Harbor,494,48,History,Cultural History,French,2017,Paperback,735,8.38,21.29,2.7,17
228,978-573-90897-2,The Secret Flame,100,82,Self-Help,Career Development,English,1998,eBook,266,2.87,6.45,3.9,123
229,978-406-68184-7,The Ancient Garden,383,72,Fiction,Contemporary Fiction,English,1997,eBook,517,3.91,10.24,3.3,393
230,978-674-48139-8,The Frozen Harbor,466,82,Horror,Psychological Horror,English,1993,Paperback,603,7.41,15.51,3.3,85
231,978-748-50347-4,The Midnight Tide,367,43,Fiction,Contemporary Fiction,English,2025,Audiobook,755,18.07,31.29,3.5,64
232,978-873-89576-5,The Scarlet Labyrinth,203,33,Mystery,Crime Thriller,English,2021,Paperback,216,6.55,13.12,4.0,76
233,978-461-88182-7,The Golden Compass,67,65,Thriller,Action Thriller,English,1994,Paperback,321,7.99,15.2,3.5,183
234,978-938-74112-2,The Scarlet Journey,278,73,Young Adult,YA Romance,English,1998,Paperback,707,6.96,16.53,2.8,2
235,978-389-45895-7,The Golden Symphony,13,18,Biography,Celebrity Biography,Chinese,2006,Paperback,469,6.87,14.71,4.0,105
236,978-283-65442-2,The Distant Labyrinth,342,89,Poetry,Sonnets,French,2022,Paperback,648,12.38,23.13,3.7,80
237,978-440-39461-6,The Endless Shadow,206,49,Business,Economics,Japanese,2019,eBook,661,4.22,11.02,3.4,70
238,978-575-26036-1,The Quiet Flame,33,83,Horror,Supernatural Horror,Portuguese,2021,Paperback,333,4.11,10.8,3.7,90
239,978-700-78859-2,The Ancient Storm,352,7,Fiction,Short Stories,English,2019,Audiobook,351,7.63,18.78,3.7,36
240,978-848-78886-4,The Midnight River,207,33,Horror,Supernatural Horror,German,2012,Hardcover,469,11.88,29.04,3.9,40
241,978-302-99802-4,The Fading Tide,253,38,Mystery,Noir,English,2000,Paperback,139,6.89,11.67,3.8,20
242,978-372-88072-7,The Silent Orchard,141,74,Cooking,Baking,German,2011,Hardcover,679,12.74,32.69,4.0,129
243,978-943-29078-8,The Secret Compass,218,25,Business,Entrepreneurship,English,2007,Paperback,200,5.28,14.02,3.9,6
244,978-495-77121-0,The Golden Compass,85,74,Fantasy,Fairy Tale Retelling,French,2024,Paperback,774,8.12,21.11,4.4,120
245,978-317-10543-2,The Wandering Journey,95,84,Fantasy,Fairy Tale Retelling,English,2006,eBook,665,4.75,11.85,4.8,70
246,978-986-11461-3,The Endless Horizon,335,25,Young Adult,YA Contemporary,French,2017,eBook,366,3.68,8.32,3.9,38
247,978-503-99671-4,The Golden Chronicle,416,99,Science Fiction,Dystopian,English,1996,Paperback,170,4.36,10.92,3.6,90
248,978-985-12151-4,The Last Promise,83,67,Business,Entrepreneurship,English,2014,Hardcover,672,11.81,31.75,3.1,51
249,978-926-29719-7,The Whispering Harbor,81,51,History,World History,French,2006,Paperback,433,5.93,15.43,4.3,106
250,978-914-18150-6,The Broken Echo,292,9,History,World History,English,2005,Paperback,256,7.04,12.86,3.4,35
251,978-623-50136-0,The Golden Kingdom,280,51,Poetry,Spoken Word,Spanish,2017,eBook,420,4.04,8.41,5.0,148
252,978-817-70581-4,The Whispering Echo,196,28,Mystery,Detective,Spanish,2007,Paperback,752,12.64,23.57,5.0,105
253,978-963-79439-5,The Silent Harbor,495,42,History,Cultural History,Spanish,1992,eBook,601,3.95,10.01,3.8,155
254,978-341-80852-4,The Restless Compass,489,3,Business,Economics,French,2004,Audiobook,600,11.93,27.98,3.0,19
255,978-133-10714-1,The Last Horizon,320,80,Fiction,Literary Fiction,English,2024,Paperback,480,9.43,15.84,4.3,70
256,978-388-51300-3,The Ancient Labyrinth,454,14,Science Fiction,Space Opera,Spanish,2024,Audiobook,226,6.54,17.6,5.0,74
257,978-672-81491-3,The Frozen Tide,229,52,Science Fiction,Space Opera,Japanese,2012,eBook,784,6.22,13.54,3.2,112
258,978-592-87415-1,The Secret River,4,11,Thriller,Psychological Thriller,English,2012,Hardcover,637,13.75,32.44,4.9,234
259,978-172-44638-6,The Burning Horizon,54,32,Fantasy,Fairy Tale Retelling,German,1999,eBook,480,3.32,9.43,2.9,76
260,978-604-21168-2,The Wandering Echo,406,95,Science Fiction,Cyberpunk,English,2018,Paperback,626,8.92,18.28,3.1,64
261,978-256-77666-5,The Distant Chronicle,63,19,Poetry,Classic Poetry,English,2011,eBook,374,3.75,7.69,4.1,167
262,978-554-80025-4,The Silent Chronicle,85,17,Biography,Celebrity Biography,English,1991,eBook,639,4.83,11.23,4.5,79
263,978-617-87326-7,The Hidden Horizon,341,93,Thriller,Action Thriller,German,2024,eBook,797,5.88,12.57,3.9,266
264,978-672-97709-1,The Frozen Horizon,236,8,Biography,Political Biography,English,2020,eBook,361,4.22,9.42,4.1,51
265,978-470-63206-1,The Fading Legacy,121,97,Business,Leadership,French,1992,eBook,125,2.42,5.19,4.5,13
266,978-467-30600-2,The Hidden Horizon,407,76,Self-Help,Personal Finance,English,2005,Paperback,637,10.77,19.16,4.6,29
267,978-710-68152-3,The Forgotten Horizon,360,38,Self-Help,Personal Finance,English,2016,Audiobook,716,11.95,22.62,3.6,61
268,978-773-87825-2,The Quiet Garden,144,65,Cooking,Quick Meals,Italian,2016,eBook,698,5.17,12.31,3.4,309
269,978-826-65550-6,The Burning River,104,60,Fiction,Short Stories,English,1996,eBook,802,5.44,13.28,4.5,46
270,978-399-98226-2,The Distant Horizon,367,64,Self-Help,Mindfulness,English,1991,eBook,362,4.89,9.21,4.1,278
271,978-481-76023-0,The Wandering Storm,118,19,Horror,Slasher,English,2025,Hardcover,762,15.83,38.97,4.2,109
272,978-397-58908-3,The Forgotten Storm,121,90,Self-Help,Mindfulness,English,2022,Paperback,265,8.39,14.55,3.5,36
273,978-574-96268-6,The Shattered Shadow,441,47,Cooking,Quick Meals,French,2016,eBook,530,6.02,10.78,4.3,78
274,978-214-93451-7,The Whispering Flame,437,67,Cooking,Quick Meals,English,2013,Audiobook,741,11.94,28.89,3.3,145
275,978-486-46959-6,The Broken Chronicle,489,72,Thriller,Action Thriller,French,2014,eBook,760,7.2,13.08,4.0,80
276,978-269-12742-5,The Whispering Horizon,220,67,Poetry,Contemporary Poetry,English,2006,Paperback,554,5.85,14.7,4.0,42
277,978-578-14256-6,The Burning Echo,365,50,Mystery,Cozy Mystery,German,2014,Paperback,502,5.42,15.21,4.0,68
278,978-864-97004-6,The Frozen Compass,100,46,Mystery,Noir,English,2000,Paperback,442,8.12,13.76,4.3,219
279,978-985-85593-2,The Forgotten Promise,496,58,Business,Entrepreneurship,English,1993,Paperback,727,13.06,24.17,3.3,361
280,978-501-99450-4,The Burning Shadow,27,57,Fiction,Literary Fiction,German,2001,eBook,735,5.25,11.12,4.3,182
281,978-150-70699-6,The Hidden Promise,429,82,Thriller,Legal Thriller,English,2000,Paperback,287,6.81,12.14,3.9,277
282,978-304-67562-2,The Forgotten River,304,77,Children,Early Reader,English,2000,Paperback,215,4.44,12.04,3.5,145
283,978-194-65028-5,The Scarlet Legacy,470,66,Biography,Memoir,Chinese,2006,Paperback,689,9.86,18.43,3.2,132
284,978-782-87159-4,The Golden Journey,342,36,Poetry,Contemporary Poetry,Portuguese,1994,Audiobook,687,15.93,27.05,4.9,171
285,978-985-55161-4,The Restless Echo,97,50,Mystery,Detective,English,2004,Paperback,189,4.04,7.28,3.9,119
286,978-598-20297-0,The Hidden Horizon,341,4,History,World History,Chinese,2006,Paperback,463,6.56,14.33,3.7,47
287,978-258-11838-5,The Distant Letter,372,28,Fantasy,Fairy Tale Retelling,German,1996,Paperback,474,7.55,17.29,3.3,79
288,978-119-47696-7,The Shattered Chronicle,249,43,Mystery,Noir,Portuguese,2006,Paperback,149,4.76,8.31,4.5,190
289,978-977-73200-1,The Shattered Chronicle,295,61,Science Fiction,Hard Sci-Fi,Chinese,2014,Paperback,584,9.11,21.55,4.5,138
290,978-384-19006-3,The Ancient Tide,202,38,Horror,Supernatural Horror,English,2004,eBook,800,7.42,12.7,4.4,23
291,978-200-92884-0,The Midnight Tide,135,6,Mystery,Crime Thriller,Portuguese,1990,Paperback,268,6.57,15.29,3.9,197
292,978-259-26865-0,The Forgotten Chronicle,310,19,Young Adult,YA Fantasy,English,2015,Paperback,664,8.07,21.17,4.3,156
293,978-329-47229-8,The Restless Horizon,253,18,Thriller,Legal Thriller,English,2010,Paperback,176,4.61,11.28,3.4,165
294,978-689-71533-4,The Scarlet Compass,17,71,History,Military History,English,2005,Paperback,270,5.31,11.07,4.0,40
295,978-901-22995-3,The Last River,379,91,Cooking,Healthy Eating,English,1990,Paperback,515,7.47,19.51,3.9,21
296,978-347-57208-2,The Fading Legacy,120,81,Poetry,Classic Poetry,English,1993,eBook,766,5.69,12.78,4.0,80
297,978-717-73454-8,The Scarlet Symphony,24,50,Fiction,Short Stories,English,1992,Hardcover,739,24.0,41.64,2.9,92
298,978-158-28534-2,The Whispering Garden,128,16,Horror,Psychological Horror,Chinese,2020,Paperback,774,9.03,24.17,4.9,312
299,978-109-21360-6,The Forgotten River,447,92,Business,Economics,Spanish,2001,eBook,811,6.21,12.33,4.8,138
300,978-149-51554-2,The Endless Garden,390,49,Young Adult,YA Dystopian,English,2005,Audiobook,680,12.02,26.66,3.3,273
301,978-929-29726-0,The Ancient Journey,212,76,Science Fiction,Cyberpunk,German,2015,Hardcover,374,12.99,25.37,4.2,69
302,978-622-52853-6,The Scarlet River,221,33,Children,Picture Book,Portuguese,2013,Hardcover,209,10.77,22.79,3.1,108
303,978-823-31152-0,The Silent Mirror,215,33,Children,Middle Grade,English,1992,Audiobook,695,16.84,29.59,3.9,16
304,978-119-52598-6,The Midnight Flame,23,57,Children,Early Reader,English,2023,Hardcover,250,8.91,19.78,2.7,120
305,978-119-41049-2,The Whispering Horizon,180,71,Biography,Autobiography,Portuguese,1999,Audiobook,484,8.73,18.3,3.7,226
306,978-863-23886-6,The Frozen Labyrinth,448,10,Self-Help,Mindfulness,English,2017,eBook,647,3.45,9.03,3.6,109
307,978-192-87540-6,The Scarlet Garden,315,41,Children,Early Reader,English,2019,Hardcover,144,6.37,13.47,4.5,36
308,978-239-56636-6,The Endless Flame,193,94,Biography,Autobiography,English,2009,Hardcover,759,12.75,33.68,4.8,115
309,978-566-45722-0,The Endless Kingdom,494,61,Horror,Slasher,Italian,1995,Audiobook,332,10.68,21.54,4.8,77
310,978-645-43081-6,The Frozen Storm,39,7,Young Adult,YA Romance,English,2009,Paperback,270,7.36,16.1,4.5,79
311,978-305-68260-8,The Whispering Symphony,432,65,Romance,Historical Romance,Japanese,1998,Paperback,380,9.31,17.05,3.9,92
312,978-499-99773-2,The Frozen Echo,210,83,Children,Middle Grade,Spanish,2020,Paperback,442,8.52,18.75,4.1,32
313,978-706-10860-2,The Frozen Chronicle,252,86,Horror,Supernatural Horror,English,2017,Paperback,438,7.51,14.8,4.1,117
314,978-498-88851-7,The Silent Tide,475,20,Self-Help,Personal Finance,Chinese,2019,eBook,228,1.85,5.08,3.3,56
315,978-444-18887-1,The Endless Orchard,467,18,Young Adult,YA Dystopian,English,2019,eBook,252,3.11,5.89,4.5,148
316,978-164-60716-5,The Broken Symphony,401,78,Fantasy,Sword & Sorcery,German,1996,Hardcover,454,11.73,19.91,4.3,141
317,978-506-98409-6,The Silent Labyrinth,265,89,Thriller,Psychological Thriller,English,1991,Paperback,278,5.07,10.98,4.3,43
318,978-821-29066-0,The Golden Kingdom,297,29,Young Adult,YA Romance,Japanese,2012,eBook,569,3.42,9.71,2.6,49
319,978-663-67024-4,The Broken Journey,453,17,Cooking,Baking,English,2012,Hardcover,749,17.93,35.8,4.1,76
320,978-902-92956-5,The Fading Chronicle,380,79,Children,Middle Grade,English,2021,eBook,132,2.28,5.91,4.5,104
321,978-213-55111-2,The Broken Chronicle,152,77,Children,Early Reader,French,2012,eBook,145,2.4,5.14,3.9,219
322,978-109-17764-7,The Shattered Storm,259,92,Thriller,Action Thriller,Japanese,2018,Hardcover,570,11.36,31.72,3.6,50
323,978-592-84344-1,The Restless Promise,410,71,Young Adult,YA Fantasy,Chinese,2002,Audiobook,140,5.35,11.61,3.2,61
324,978-260-73349-3,The Last Promise,402,94,Thriller,Action Thriller,English,1994,Paperback,567,10.6,18.65,3.1,103
325,978-633-49332-7,The Hidden Harbor,150,83,Fiction,Historical Fiction,English,1991,Paperback,463,5.55,14.46,4.0,100
326,978-912-85781-1,The Hidden Promise,421,87,Mystery,Noir,English,2005,Hardcover,438,13.96,29.42,3.8,165
327,978-403-37684-7,The Quiet Horizon,283,78,Children,Picture Book,English,1990,Paperback,544,7.54,18.24,3.8,123
328,978-593-92528-0,The Wandering River,169,43,Business,Leadership,Portuguese,2008,Paperback,746,9.7,23.35,4.7,88
329,978-712-85022-4,The Burning Kingdom,247,11,Self-Help,Mindfulness,French,2004,Paperback,209,4.85,9.49,3.2,85
330,978-234-63127-0,The Fading Journey,223,43,Poetry,Sonnets,English,1999,eBook,214,3.65,6.8,3.7,190
331,978-906-71231-6,The Wandering Tide,38,27,Horror,Gothic Horror,English,2011,eBook,607,6.42,11.29,4.8,41
332,978-282-69642-7,The Distant Storm,114,96,History,Cultural History,English,2014,Hardcover,155,4.58,10.91,3.7,35
333,978-826-95144-7,The Distant Harbor,69,36,Poetry,Spoken Word,English,1991,eBook,420,3.68,10.02,3.9,41
334,978-693-77029-8,The Endless Labyrinth,343,90,Biography,Political Biography,Portuguese,2007,eBook,467,3.61,7.84,3.8,74
335,978-226-70708-6,The Secret Tide,209,36,Biography,Celebrity Biography,English,2023,Paperback,394,7.84,15.81,4.3,91
336,978-751-58784-6,The Secret Storm,69,49,Horror,Gothic Horror,English,2000,Audiobook,493,13.92,26.02,2.8,159
337,978-276-16423-4,The Distant Orchard,299,70,Children,Chapter Book,English,2018,Paperback,199,7.35,13.64,3.8,60
338,978-638-48278-8,The Hidden Journey,237,40,Self-Help,Career Development,English,2002,Hardcover,306,9.74,17.21,3.9,23
339,978-962-16530-5,The Distant Horizon,339,70,Biography,Celebrity Biography,English,1999,Hardcover,123,5.7,15.92,3.4,174
340,978-956-26589-7,The Hidden Harbor,484,10,Business,Leadership,English,2020,Paperback,793,15.08,25.34,4.1,63
341,978-883-86666-2,The Frozen Echo,493,60,Fiction,Contemporary Fiction,English,2002,Paperback,702,11.56,19.53,4.3,167
342,978-544-88452-4,The Endless Chronicle,233,37,Fiction,Contemporary Fiction,Italian,2021,Hardcover,297,7.38,20.56,4.1,187
343,978-603-97392-6,The Burning Tide,16,18,Self-Help,Career Development,English,2013,Paperback,145,4.26,9.94,4.9,138
344,978-369-13101-1,The Golden Echo,35,48,Fiction,Contemporary Fiction,Chinese,2019,Audiobook,309,10.11,18.67,3.7,85
345,978-927-46323-1,The Forgotten Kingdom,70,12,Thriller,Action Thriller,English,2019,eBook,789,5.1,10.85,4.2,52
346,978-529-21918-8,The Broken Labyrinth,10,84,History,World History,English,2022,eBook,687,4.27,12.17,4.2,51
347,978-793-88214-3,The Burning Shadow,323,91,Biography,Political Biography,Spanish,2009,eBook,581,4.26,9.71,3.8,178
348,978-423-29352-1,The Wandering Journey,476,33,Mystery,Noir,English,2024,eBook,765,6.08,12.28,4.5,141
349,978-765-92418-2,The Burning Symphony,377,34,Romance,Paranormal Romance,English,1992,Paperback,243,6.9,12.11,4.1,193
350,978-301-11133-3,The Shattered Orchard,354,31,Children,Picture Book,English,2007,Paperback,495,10.3,18.48,3.2,52
351,978-759-50890-5,The Restless Orchard,160,85,Business,Economics,English,2004,Paperback,675,12.09,20.61,4.3,230
352,978-141-40481-8,The Restless Compass,355,3,Horror,Psychological Horror,Japanese,1993,Hardcover,133,9.99,21.4,3.6,242
353,978-194-67917-8,The Quiet Legacy,259,14,History,Cultural History,English,2021,Paperback,424,9.85,17.93,3.7,29
354,978-416-43031-5,The Last Echo,185,4,Science Fiction,Dystopian,English,2018,Paperback,368,4.99,13.31,3.8,32
355,978-533-42880-6,The Fading Compass,28,63,Mystery,Detective,German,2016,Hardcover,243,11.73,24.46,4.3,175
356,978-739-77110-2,The Scarlet Flame,251,81,Biography,Celebrity Biography,English,2012,Paperback,276,8.0,13.81,4.5,121
357,978-422-94389-7,The Midnight Promise,212,68,Mystery,Crime Thriller,English,2011,eBook,797,7.17,12.81,3.8,77
358,978-116-90503-1,The Forgotten Symphony,280,17,Young Adult,YA Contemporary,English,2003,Paperback,477,9.58,18.64,3.8,171
359,978-392-74605-0,The Endless Orchard,234,40,Thriller,Psychological Thriller,Japanese,2014,Paperback,177,3.58,9.24,2.8,40
360,978-494-19495-8,The Scarlet Chronicle,384,97,Poetry,Sonnets,Portuguese,2025,Hardcover,597,10.4,26.3,3.5,53
361,978-588-23760-7,The Midnight Garden,452,83,Romance,Historical Romance,Portuguese,1999,Hardcover,533,15.0,28.87,3.4,30
362,978-678-48771-2,The Distant Storm,255,7,Self-Help,Career Development,English,2002,eBook,394,3.36,7.8,4.1,202
363,978-322-16614-6,The Burning Storm,171,16,Young Adult,YA Romance,English,1993,Hardcover,397,13.55,31.35,3.8,28
364,978-648-74919-4,The Fading Journey,154,81,Mystery,Crime Thriller,Chinese,2022,Paperback,496,8.86,15.77,3.4,154
365,978-667-82894-2,The Endless Flame,441,66,Horror,Gothic Horror,Chinese,2009,Audiobook,770,10.0,28.15,4.0,144
366,978-798-59650-2,The Quiet Garden,267,12,History,Ancient History,English,2011,Paperback,651,9.23,20.59,3.9,181
367,978-569-62399-1,The Distant Letter,486,25,Children,Early Reader,English,1999,Paperback,400,7.36,17.96,2.5,24
368,978-828-52854-4,The Burning Orchard,341,64,Biography,Celebrity Biography,English,1991,eBook,292,2.25,6.32,4.5,101
369,978-299-60088-4,The Whispering Mirror,292,80,Business,Economics,English,2018,Hardcover,196,5.46,13.52,4.5,56
370,978-739-67920-4,The Whispering Kingdom,29,76,Horror,Slasher,English,2020,Paperback,257,6.18,15.61,3.8,239
371,978-141-35491-1,The Last Horizon,368,9,Science Fiction,Dystopian,Japanese,2002,Paperback,216,5.81,12.21,4.1,105
372,978-192-68294-8,The Wandering Symphony,237,23,History,World History,Chinese,2017,Paperback,683,10.29,22.43,3.7,58
373,978-877-77786-5,The Broken Chronicle,54,56,Cooking,Baking,English,2010,Paperback,523,9.13,19.52,3.0,36
374,978-527-92937-8,The Distant Orchard,173,57,Romance,Paranormal Romance,English,2013,Paperback,145,7.28,12.78,5.0,139
375,978-658-55581-0,The Wandering Chronicle,228,98,History,Cultural History,English,1996,Hardcover,768,16.4,34.63,4.3,68
376,978-642-67084-5,The Hidden Shadow,449,79,Horror,Slasher,English,2012,Hardcover,225,8.91,17.47,4.4,76
377,978-724-34961-7,The Burning Tide,319,29,Romance,Historical Romance,English,1995,Paperback,571,7.53,14.71,3.7,80
378,978-320-88294-2,The Ancient Legacy,195,18,Self-Help,Mindfulness,English,1997,Paperback,128,4.03,8.41,4.5,398
379,978-260-52916-1,The Last Orchard,491,5,History,Cultural History,Japanese,2002,Paperback,532,7.71,18.1,3.1,77
380,978-138-26051-2,The Frozen Harbor,315,53,Science Fiction,Cyberpunk,Chinese,1997,Hardcover,508,14.86,25.8,3.8,58
381,978-877-42920-2,The Burning Promise,486,16,Science Fiction,Space Opera,Portuguese,2022,eBook,756,5.03,10.94,4.3,106
382,978-301-23646-4,The Ancient Garden,228,54,History,World History,German,1991,eBook,540,4.94,10.02,3.6,47
383,978-617-66120-2,The Ancient Flame,426,64,Science Fiction,Cyberpunk,German,2022,Paperback,462,9.48,19.35,4.4,275
384,978-508-58018-2,The Frozen Flame,407,77,Business,Leadership,German,1995,eBook,491,5.23,9.4,4.1,163
385,978-245-73346-5,The Restless Shadow,358,54,Self-Help,Mindfulness,Spanish,2021,Paperback,563,7.88,16.29,4.0,31
386,978-472-96404-0,The Whispering Horizon,465,37,Young Adult,YA Fantasy,English,2002,Hardcover,409,13.53,29.14,3.5,138
387,978-174-86781-3,The Restless Orchard,277,86,Thriller,Legal Thriller,English,2023,Paperback,619,8.4,18.06,4.1,116
388,978-258-15944-6,The Shattered Legacy,42,65,Romance,Contemporary Romance,English,2009,Paperback,490,10.98,20.15,5.0,173
389,978-225-25454-1,The Hidden Storm,189,67,Self-Help,Mindfulness,French,2007,eBook,798,5.34,12.34,4.0,200
390,978-841-98167-1,The Endless Compass,10,96,Young Adult,YA Fantasy,English,1994,Paperback,255,7.58,12.99,4.2,43
391,978-610-59244-1,The Wandering Horizon,132,96,Thriller,Legal Thriller,English,2005,Paperback,630,12.88,22.93,4.3,96
392,978-932-21158-0,The Hidden Orchard,353,71,Romance,Romantic Comedy,Japanese,2010,eBook,698,3.89,10.11,3.3,110
393,978-491-11444-4,The Secret Labyrinth,64,16,Science Fiction,Dystopian,English,2025,Paperback,622,7.54,17.56,3.8,177
394,978-281-49059-0,The Endless Orchard,316,2,History,Ancient History,English,1999,eBook,806,7.12,12.35,3.8,143
